"OBJECTID_12","OBJECTID","caption","url","isUrban","latitude","longitude","id","owner","hometown","datetaken","dateupload","tags1","tags2","tags3","tags4","tags5","tags6","tags7","tags8","tags9","tags10","uniqueID","OBJECTID_1","STUSPS"
223006,223015,"Winter in Maine","https://farm8.staticflickr.com/7490/15723284457_71788f5ab4.jpg",0,44.566047,-70.454534,15723284457,"28364939@N04"," ","11/29/2014 8:57","11/30/2014 0:10","sky","black","tree","nature","black and white","woody plant","monochrome photography","atmosphere","branch","photography",223015,4,"ME"
202281,202290,"Smirko running around the neighborhood. (October 13, 2013)","https://farm5.staticflickr.com/4208/35013575213_ae93cf4b1a.jpg",0,44.584752,-72.299645,35013575213,"146757535@N05"," ","10/13/2013 9:48","7/9/2017 20:45","yard","home","house","backyard","cottage","plant","tree","outdoor structure","real estate","shed",202290,2,"VT"
13663,13670,"Lake Wentworth 1939 Roome Summer","https://farm9.staticflickr.com/8002/7576329412_d24c7a0b3d.jpg",0,43.583538,-71.161386,7576329412,"50619629@N00"," ","7/15/2012 10:25","7/15/2012 18:13","eyewear","photograph","white","black","black and white","sunglasses","man","monochrome photography","vision care","photography",13670,3,"NH"
149263,149120,"Semi-Final Vermont State High School Championship game. CVU wins again.","https://farm8.staticflickr.com/7342/10684600553_db535d402c.jpg",0,44.34667,-73.106932,10684600553,"87271233@N06"," ","10/30/2013 16:37","11/5/2013 5:56","sport venue","sports","team sport","blue","player","soccer","football player","games","ball game","team",149120,2,"VT"
264382,264391,"Polaroid Automatic 350 Polaroid 100 Blue","https://farm9.staticflickr.com/8285/7700692304_87266a12b3.jpg",0,44.461337,-68.361278,7700692304,"20905078@N04","Oroville, CA","6/1/2012 0:00","8/2/2012 22:12","car","blue","motor vehicle","automotive design","vehicle","vintage car","classic","full size car","model car","automotive exterior",264391,4,"ME"
233095,233104,"Ship Harbor Trail @ Acadia National Park, Maine","https://farm1.staticflickr.com/501/20331605762_2c95a9b1b3.jpg",0,44.225649,-68.319254,20331605762,"44124370018@N01","Pittsburgh","5/27/2015 16:34","8/6/2015 9:47","wilderness","rock","tree","shore","coast","water","lake","bedrock","terrain","cliff",233104,4,"ME"
208910,207287,"Off Bolster's Mills Rd. near Otisfield, Maine.","https://farm9.staticflickr.com/8381/8542783413_56cceaabdd.jpg",0,44.083022,-70.58773,8542783413,"21307765@N02"," ","3/9/2013 17:03","3/10/2013 2:03","snow","winter","sky","freezing","tree","morning","cloud","sunlight","frost","ice",207287,4,"ME"
53197,53205,"Cincinnati Creek is running strong over the old mill dam in Remsen, NY.","https://farm3.staticflickr.com/2899/33207256484_de543d9c4c.jpg",0,43.324436,-75.185698,33207256484,"38940927@N07"," ","4/14/2017 14:03","4/15/2017 13:22","water","body of water","waterfall","water resources","watercourse","river","stream","creek","water feature","tree",53205,1,"NY"
128353,128362,"My wife and I visited the Robert Moses-Robert H. Saunders Power Dam Massena,
NY Hawkins Point Visitor's Center while on vacation. Queen Anee's Lace was on
the lawn near the visitor's center.","https://farm9.staticflickr.com/8270/29086762195_80720d339f.jpg",0,44.999846,-74.796605,29086762195,"27847413@N00","Constable, NY","8/9/2016 15:24","8/19/2016 13:41","plant","cow parsley","apiales","parsley family","flora","flower","anthriscus","pignut","subshrub","water dropwort",128362,1,"NY"
169677,169686,"I've always hoped to catch a good hovering dragonfly and today I passed on
while driving the back roads. I pulled over and spent a long time trying to
capture one. I finally realized that I needed to use manual focus and jack my
speed up. Now I can't dec","https://farm9.staticflickr.com/8027/7647224316_be95c7a77f.jpg",0,44.127413,-72.741436,7647224316,"28480852@N04","Montpelier, Vermont","7/25/2012 16:59","7/26/2012 1:08","insect","dragonfly","invertebrate","dragonflies and damseflies","macro photography","wing","close up","organism","arthropod","net winged insects",169686,2,"VT"
256875,256884,"Ring-billed gull (Larus delawarensis) on Bar Island at Low Tide","https://farm5.staticflickr.com/4373/35524318933_2a1e65e439.jpg",0,44.394166,-68.210834,35524318933,"19915594@N00","Slidell, LA, U.S.A.","7/29/2017 9:51","8/2/2017 14:15","water","bird","nature reserve","wetland","ecosystem","fauna","reflection","vegetation","leaf","wildlife",256884,4,"ME"
38166,38183,"Crawford Notch is located in the White Mountains of New Hampshire.","https://farm2.staticflickr.com/1448/24880625209_313bec96b2.jpg",0,44.1825,-71.398611,24880625209,"9456601@N03","Harrison Township, MI","6/17/2015 10:43","2/25/2016 5:52","green","fauna","bird","goose","beak","grass","water bird","duck","ecosystem","ducks geese and swans",38183,3,"NH"
103954,103963,"Just leaving North Creek. 94 miles to Albany, and we're leaving the official
end of the yard, although the last switch was past the Hudson River bridge in
the distance.","https://farm6.staticflickr.com/5490/14326034885_4f12992447.jpg",0,43.701661,-73.978406,14326034885,"63051795@N00"," ","5/24/2014 8:20","6/2/2014 3:28","track","transport","rail transport","tree","rolling stock","train","hill station","vehicle","mountain","river",103963,1,"NY"
192400,192409,"Olympus digital camera","https://farm9.staticflickr.com/8156/7438680620_a910abf609.jpg",0,44.980252,-73.106362,7438680620,"35799401@N07","Denver, CO","6/10/2012 15:46","6/25/2012 8:10","sky","water","leisure","cloud","plant","tree","photography","vacation","atmosphere of earth","morning",192409,2,"VT"
37861,37878,"Pierce Bridge","https://farm8.staticflickr.com/7073/7265465260_b904470c54.jpg",0,44.271639,-71.630891,7265465260,"15530177@N05","Elizabeth, PA","5/4/2012 19:23","5/25/2012 3:09","bridge","tree","truss bridge","plant","structure","walkway","branch","woodland","winter","grass",37878,3,"NH"
220674,220075,"Downeast Street Rods 45th Annual Rod Run, Hebron Pines Campground, Hebron, ME,
August 19, 2017.","https://farm5.staticflickr.com/4453/37345067524_bfefe0f2e7.jpg",0,44.203404,-70.352529,37345067524,"17600001@N08","Glen Burnie, MD","8/19/2017 14:38","10/31/2017 3:03","car","motor vehicle","automotive design","custom car","classic","vintage car","vehicle","hot rod","antique car","classic car",220075,4,"ME"
250433,250442,"Jordan Lake","https://farm5.staticflickr.com/4490/36791437964_c08e1727fb.jpg",0,44.323733,-68.253006,36791437964,"157273586@N05"," ","9/20/2017 15:43","10/4/2017 21:49","rock","shore","coast","boulder","loch","sea","sky","geology","coastal and oceanic landforms","water",250442,4,"ME"
74234,74243,"On Friday we had a chance to inspect the hives at The DZ Farms. The size of
the colony has expanded to about 25,000 with many of the frames already
producing honey!","https://farm1.staticflickr.com/402/18579043076_8c8513c232.jpg",0,43.050075,-74.03322,18579043076,"69776090@N02"," ","6/5/2015 17:25","6/8/2015 16:00","plant","tree","ecosystem","nature reserve","apiary","grass","woodland","forest","beekeeper","agriculture",74243,1,"NY"
35082,35089,"Covered Wagon in the Snow""""","https://farm2.staticflickr.com/1634/23780245839_e4fdce0aff.jpg",0,44.097355,-71.158415,23780245839,"64634124@N08"," ","1/2/2016 14:20","1/3/2016 14:10","transport","track","train","rail transport","locomotive","rolling stock","snow","railroad car","winter","tree",35089,3,"NH"
184794,184800,"Exit 17, Colchester VT","https://farm8.staticflickr.com/7314/27788708840_829133175d.jpg",0,44.572083,-73.177667,27788708840,"135845320@N06"," ","7/3/2016 13:46","7/4/2016 0:52","road","highway","nature","green","controlled access highway","lane","infrastructure","sky","tree","road surface",184800,2,"VT"
33062,33069,"Conway Scenic Railroad, North Conway, New Hampshire","https://farm2.staticflickr.com/1528/24565288384_03bf6a8157.jpg",0,44.05163,-71.129028,24565288384,"35725098@N07"," ","2/21/2016 9:10","2/22/2016 16:45","transport","track","rail transport","locomotive","train","mode of transport","vehicle","snow","car","rolling stock",33069,3,"NH"
63315,63323,"Piseco Lake in The Adirondacks.","https://farm5.staticflickr.com/4483/37647408251_4d1f117287.jpg",0,43.408683,-74.557889,37647408251,"37493972@N00"," ","10/5/2017 13:21","10/12/2017 3:26","coast","sky","body of water","water","sea","loch","shore","cloud","promontory","lake",63323,1,"NY"
128241,128250,"This was the second entrance to the walk in closet in my room.","https://farm8.staticflickr.com/7326/8794992784_2f018009c6.jpg",0,44.917934,-74.293949,8794992784,"27847413@N00","Constable, NY","5/7/2013 16:51","5/22/2013 23:53","wall","architecture","door","wood","floor","house","daylighting","wood stain","angle","window",128250,1,"NY"
192660,192669,"Olympus digital camera","https://farm8.staticflickr.com/7280/7436781820_9c3f3ce9b2.jpg",0,44.980863,-73.103123,7436781820,"35799401@N07","Denver, CO","6/12/2012 17:20","6/25/2012 1:30","people","face","person","skin","man","child","nose","cheek","head","boy",192669,2,"VT"
195143,195152,"Cambridge, Vermont, USA Until 1950 this bridge was in a different location and
was called the Little Bridge. It was moved here when the Seymour River was
diverted and crossed the Gates family farm. For free interactive maps of all
the covered bridges in","https://farm9.staticflickr.com/8244/8562016271_86897174fb.jpg",0,44.645269,-72.873922,8562016271,"36520408@N02","Nashua, NH","9/22/2012 14:18","3/16/2013 18:49","nature","yellow","flower","green","field","meadow","wildflower","vegetation","grass","grassland",195152,2,"VT"
217516,218902,"Olympus digital camera","https://farm3.staticflickr.com/2914/14842975053_a9fc02e50d.jpg",0,44.328013,-71.012987,14842975053,"22552761@N07"," ","7/9/2014 10:26","8/4/2014 0:59","nature","sky","wilderness","vegetation","highland","ecosystem","mount scenery","tree","mountain","nature reserve",218902,3,"NH"
39425,39442,"Mt Washington and the Presidental range","https://farm1.staticflickr.com/690/22697880509_ff80f4af55.jpg",0,44.254361,-71.449487,22697880509,"32962043@N02"," ","10/10/2015 14:36","11/17/2015 13:48","sky","mountainous landforms","mountain","mountain range","ridge","mount scenery","snow","summit","arête","winter",39442,3,"NH"
189074,188344,"I was initially unsure of the identification of the bright object in this
image. I eventually guessed that it was Venus, with the help of a star mapping
app on my phone, but there was a lot of atmospheric distortion and it was much
brighter and apparentl","https://farm5.staticflickr.com/4373/36978796475_8f8277cbeb.jpg",0,44.629512,-73.250205,36978796475,"139273624@N08"," ","9/2/2017 4:03","9/2/2017 13:36","sky","nature","atmosphere","night","astronomical object","atmosphere of earth","darkness","star","horizon","phenomenon",188344,2,"VT"
272226,272142,"Easternmost point in the continental USA. Sun about to pop up at the tip of
Grand Manan Island Quoddy Head State Park Lubic, ME October 5, 2016","https://farm6.staticflickr.com/5688/30190172953_ef845997f9.jpg",0,44.815191,-66.950314,30190172953,"35660941@N02","San Diego, CA","10/5/2016 7:29","11/6/2016 22:54","horizon","sea","sky","sunset","calm","shore","ocean","sunrise","morning","dawn",272142,4,"ME"
203917,203926,"Ron, Marion, Steve and Andy","https://farm4.staticflickr.com/3915/15020627031_c69d58e338.jpg",0,44.8842,-72.93971,15020627031,"44455355@N00","Waltham, Mass.","7/25/2014 17:35","8/24/2014 20:31","senior citizen","mammal","vertebrate","social group","community","plant","tree","fun","recreation","communication",203926,2,"VT"
54340,54348,"[andyarthur.org/adirondacks/ferris-lake/canada-
lake/photos...](http://andyarthur.org/adirondacks/ferris-lake/canada-
lake/photos-canada-lake-jun-1-2013-part-a-2.html) Canada Lake on Saturday Jun
1, 2013. Copyright (c)2013 Andy Arthur. Creative Commons L","https://farm9.staticflickr.com/8550/8961725356_4c79cd55a8.jpg",0,43.1426,-74.592737,8961725356,"45846171@N04"," ","6/1/2013 12:03","6/5/2013 17:42","water","reflection","waterway","body of water","river","bank","lake","reservoir","tree","water resources",54348,1,"NY"
77893,77902,"If you want to purchase prints of this photo, please visit
[fineartamerica.com/featured/saratoga-battlefield-
jiayin-m...](http://fineartamerica.com/featured/saratoga-battlefield-jiayin-
ma.html) Freeman Farm Overlook. Today, the view of the Freeman Farm","https://farm4.staticflickr.com/3756/10878098916_901ec6ba48.jpg",0,43.006231,-73.64714,10878098916,"8164316@N03","?? Shanghai, CHINA","11/15/2013 15:34","11/16/2013 1:28","sky","wilderness","ecosystem","hill","cloud","leaf","tree","shrubland","highland","rural area",77902,1,"NY"
203827,203836,"A closer view of the GAAR/MRC float. (July 2, 2016)","https://farm5.staticflickr.com/4208/34983244454_87f7d6f886.jpg",0,44.577222,-72.295834,34983244454,"146757535@N05"," ","7/2/2016 10:35","7/9/2017 20:43","car","vehicle","mode of transport","motor vehicle","transport","tree","parade","plant","public event","crowd",203836,2,"VT"
50548,50556,"Another great Christmas with our family and friends upstate. A little bit of
sadness with this once since it was the first without Aunt Marlin, but I think
she would have been happy to know we had as good a time as possible in her
memory. Merry Christmas","https://farm8.staticflickr.com/7518/15490812984_79c72d15d2.jpg",0,43.125672,-75.327417,15490812984,"125879493@N07"," ","12/25/2014 9:49","12/26/2014 19:24","dog","mammal","dog like mammal","vertebrate","dog breed group","puppy","carnivoran","small to medium sized cats","cat","whiskers",50556,1,"NY"
213449,213458,"Brief but visible just prior to moonrise this evening","https://farm5.staticflickr.com/4525/24405790708_bb7a63349b.jpg",0,44.270963,-71.303447,24405790708,"13086086@N02","L-town, CA","11/8/2017 21:06","11/9/2017 3:28","aurora","nature","atmosphere","sky","atmosphere of earth","night","phenomenon","horizon","landscape","astronomy",213458,3,"NH"
231817,231826,"Holt Pond Preserve","https://farm1.staticflickr.com/304/19030141399_c4894ab229.jpg",0,44.179064,-68.66867,19030141399,"72318871@N00"," ","6/17/2015 8:58","6/27/2015 22:53","nature reserve","riparian zone","water","bank","vegetation","wetland","waterway","watercourse","grass","pond",231826,4,"ME"
144560,144651,"New York (state), USA","https://farm9.staticflickr.com/8509/8576159297_0684a60dec.jpg",0,44.295572,-73.455745,8576159297,"45288034@N05"," ","10/5/2012 21:35","3/21/2013 8:42","highland","hill","aerial photography","plain","ridge","sky","fell","escarpment","rural area","field",144651,1,"NY"
116505,116514,"24 Jun 2013. The Wild Center, Franklin Co, NY.","https://farm8.staticflickr.com/7298/11123467716_27cd57eaea.jpg",0,44.219169,-74.439175,11123467716,"36013467@N07"," ","6/24/2013 15:21","11/29/2013 22:46","butterfly","moths and butterflies","insect","monarch butterfly","brush footed butterfly","invertebrate","pollinator","lycaenid","pieridae","organism",116514,1,"NY"
103993,104002,"Processed with VSCOcam with t1 preset","https://farm6.staticflickr.com/5566/14194401606_575b57d5b2.jpg",0,43.73095,-73.81099,14194401606,"100631711@N07"," ","5/18/2014 1:48","5/19/2014 0:15","ecosystem","tree","grass","lawn","land lot","biome","state park","plant","landscape","forest",104002,1,"NY"
96623,96632,"Cossayuna Lake","https://farm1.staticflickr.com/322/32714466176_ba9f9936a6.jpg",0,43.209375,-73.415606,32714466176,"21375191@N02","NY","10/12/2016 15:39","2/7/2017 2:00","tree","sky","woody plant","plant","branch","leaf","cloud","rural area","house","grass",96632,1,"NY"
169795,169804,"Green Mountain Stage Race 2015","https://farm1.staticflickr.com/698/21239143850_10f6a67c1a.jpg",0,44.211033,-72.932331,21239143850,"95849301@N00","Williamsville, NY","9/6/2015 12:35","9/15/2015 2:47","cycle sport","road bicycle","cycling","bicycle","bicycle racing","endurance sports","racing bicycle","road bicycle racing","mountain bike","sports equipment",169804,2,"VT"
16401,16408,"/9j/4AAQSkZJRgABAQAAAQABAAD/4QBYRXhpZgAATU0AKgAAAAgAAgESAAMAAAABAAEAAIdpAAQAAAABAAAAJgAAAAAAA6ABAAMAAAABAAEAAKACAAQAAAABAAAA7aADAAQAAAABAAABPAAAAAD/2wBDABkSExYTEBkWFRYdGxkeJkApJiMjJk44Oy5AXFFhYFtRWVhmc5J8ZmyLblhZf66Bi5ecpKakY3u0wbKfv5KhpJ7/2wBDARsdHSYhJk","https://farm6.staticflickr.com/5475/14332882148_7444e0529b.jpg",0,43.777333,-71.520834,14332882148,"47667889@N00"," ","8/11/2013 14:35","6/27/2014 13:20","water","nature","reflection","tree","sky","nature reserve","lake","leaf","river","loch",16408,3,"NH"
177096,177105,"Passing through the Swiftwater and Gold Brook Covered Bridges and downtown
Stowe, and winding up on a poultry farm with pumpkins for sale.","https://farm5.staticflickr.com/4469/37150898313_d745d2d90f.jpg",0,44.465347,-72.684852,37150898313,"57440551@N03"," ","10/20/2017 17:50","10/21/2017 0:50","road","highway","nature","sky","leaf","infrastructure","road trip","autumn","mode of transport","tree",177105,2,"VT"
105721,105730,"Foliage along the HudsoN River.","https://farm6.staticflickr.com/5663/23879185882_211bd994e1.jpg",0,43.756655,-73.367028,23879185882,"69754957@N00"," ","10/31/2015 13:51","12/26/2015 18:28","loch","lake","water","sky","reservoir","highland","calm","cloud","horizon","sea",105730,1,"NY"
52573,52581,"Once the vows are done the guests let the balloons fly The guests watch the
wedding ceremony at Remsen on a wedding charter train on the Adirondack Scenic
RR.","https://farm6.staticflickr.com/5115/7433943224_dc3c95d955.jpg",0,43.329493,-75.185151,7433943224,"38940927@N07"," ","6/23/2012 19:02","6/24/2012 18:10","sky","blue","daytime","atmosphere","azure","atmosphere of earth","line","water","computer wallpaper","calm",52581,1,"NY"
97276,97285,"Saratoga Battle Monument","https://farm9.staticflickr.com/8172/7997533050_30dae721fe.jpg",0,43.098742,-73.593463,7997533050,"80845392@N03"," ","9/16/2012 15:30","9/17/2012 21:33","ecosystem","nature reserve","vegetation","tree","hill","hill station","sky","escarpment","biome","forest",97285,1,"NY"
117417,117426,"Adirondack Park, NY","https://farm9.staticflickr.com/8167/7442657408_85b85749b3.jpg",0,43.974389,-74.423636,7442657408,"62373848@N00"," ","6/18/2012 16:54","6/25/2012 19:59","sky","nature","cloud","loch","water","lake","waterway","reservoir","reflection","shore",117426,1,"NY"
8229,8235,"Cardigan State Park, Alexandria, New Hampshire","https://farm9.staticflickr.com/8141/7390463960_c95b27a99a.jpg",0,43.649134,-71.913918,7390463960,"40321139@N06"," ","6/18/2012 4:38","6/18/2012 0:42","wilderness","mountainous landforms","mountain","tree","ridge","hill","geological phenomenon","hill station","forest","national park",8235,3,"NH"
101918,101927,"[andyarthur.org/new-york-state/adirondacks/wilcox-lake-
wil...](http://andyarthur.org/new-york-state/adirondacks/wilcox-lake-wild-
forest/east-branch-of-sacandaga-river/photos-east-branch-of-sacandaga-river-
dec-7-2013-part-a.html) East Branch of Sacanda","https://farm6.staticflickr.com/5531/11291695214_4dffcde8c1.jpg",0,43.554075,-74.123531,11291695214,"45846171@N04"," ","12/7/2013 18:45","12/9/2013 15:55","nature","water","tree","light","darkness","night","winter","reflection","evening","snow",101927,1,"NY"
54631,54639,"Convenient to both kitchen and grill, culinary herbs grow among the flowers in
the perennial border.","https://farm1.staticflickr.com/103/294825694_a9560f9b15.jpg",0,43.140627,-74.500479,294825694,"91409138@N00"," ","5/1/2013 0:00","11/11/2006 23:14","shed","house","home","log cabin","cottage","plant","tree","hut","shack","rural area",54639,1,"NY"
202565,202574,"Drops of water on some leaves outside the church. (July 2, 2016)","https://farm5.staticflickr.com/4237/35434930530_487f0001b6.jpg",0,44.577222,-72.295834,35434930530,"146757535@N05"," ","7/2/2016 10:46","7/9/2017 20:43","leaf","plant","vegetation","flora","water","flower","wildflower","moisture","herb","annual plant",202574,2,"VT"
201308,201317,"A cow sculpture on one of the farms in Greensboro made from painted
""marshmallows"" (what we call the round, plastic-wrapped bales of hay). The
writing on the side suggests it was made by the local boy scout pack. (May 28,
2012)","https://farm5.staticflickr.com/4255/35823371555_812dea309e.jpg",0,44.556922,-72.315125,35823371555,"146757535@N05"," ","5/28/2012 11:34","7/9/2017 20:45","motor vehicle","vehicle","mode of transport","transport","tree","grass","plant","rural area","trailer","wagon",201317,2,"VT"
251035,251044,"Out of Acadia Night time Excursion to Jordan Pond with Nick Page - Note, time
is 11:18 PM","https://farm5.staticflickr.com/4445/38160956862_c8c9237475.jpg",0,44.322166,-68.25445,38160956862,"24706120@N05"," ","10/3/2017 23:18","11/5/2017 18:12","sky","nature","atmosphere","night","water","loch","wilderness","highland","lake","river",251044,4,"ME"
134530,134539,"229/365","https://farm1.staticflickr.com/610/22267052472_535f81c56d.jpg",0,44.030958,-73.426826,22267052472,"52832693@N07","Brive","10/12/2015 15:52","10/18/2015 17:32","water resources","reservoir","sky","water","waterway","nature reserve","photography","panorama","lake","river",134539,1,"NY"
169477,169486,"Sugarbush","https://farm3.staticflickr.com/2831/8925254187_fc88f1d790.jpg",0,44.1605,-72.929334,8925254187,"33811642@N00","Lakeville, MA","3/16/2013 14:22","6/2/2013 16:15","ski","winter","snow","ski equipment","helmet","headgear","fun","sports equipment","skiing","winter sport",169486,2,"VT"
214733,214742,"**White Mtn Hut Trip - Day 3;** _West Side Trail_ **On the West Side heading
towards the Cog Railway tracks** Hike out from Lakes of the Clouds hut to Cog
Railway base station via Crawford Path Trail, West Side Trail, Gulfside Trail
and Jewel Trail Tuesd","https://farm5.staticflickr.com/4459/37689297436_cebe202bc1.jpg",0,44.275702,-71.311589,37689297436,"13789708@N04","Worcester, MA","8/8/2017 9:40","10/16/2017 17:59","ecosystem","wilderness","rock","geological phenomenon","fell","outdoor recreation","tundra","ridge","shrubland","geology",214742,3,"NH"
249073,249082,"Iconic Acadia vista at golden hour.","https://farm5.staticflickr.com/4514/37850898016_4dc1afccc2.jpg",0,44.323548,-68.25326,37850898016,"53492087@N04","Danville, PA","10/22/2017 15:43","10/24/2017 11:24","reflection","water","nature","wilderness","loch","lake","rock","sky","reservoir","mountain",249082,4,"ME"
277412,277426,"Photo by Jonmikel","https://farm6.staticflickr.com/5468/30500274401_f165e70df5.jpg",0,45.86107,-68.624231,30500274401,"7630637@N02"," ","10/9/2016 12:41","10/26/2016 22:43","transport","track","road","tree","plant","path","car","vehicle","landscape","sky",277426,4,"ME"
31418,31425,"Along the Kancamagus Highway in New Hampshire","https://farm8.staticflickr.com/7399/11780302945_a56d784634.jpg",0,44.005847,-71.240679,11780302945,"89807811@N00"," ","12/30/2013 16:51","1/5/2014 18:09","snow","winter","house","log cabin","freezing","tree","wood","home","shed","sugar house",31425,3,"NH"
251045,251054,"Out of Acadia Sunrise Excursion to (adjacent to) Boulder Beach with Michael
Hudson","https://farm5.staticflickr.com/4499/38160926812_9cb76864d3.jpg",0,44.314566,-68.190684,38160926812,"24706120@N05"," ","10/5/2017 6:05","11/5/2017 18:12","sea","sky","coast","shore","rock","headland","promontory","cliff","cloud","horizon",251054,4,"ME"
278489,278503,"Baxter State Park: Russell Pond","https://farm9.staticflickr.com/8007/7622498006_bcdb50628d.jpg",0,45.994667,-68.908667,7622498006,"43162383@N04"," ","7/20/2012 19:28","7/22/2012 15:38","water","reflection","cloud","sky","nature","lake","body of water","loch","reservoir","tree",278503,4,"ME"
263022,263031,"Acadia National Park Mount Desert Island, Maine DSCN7382 (2)","https://farm5.staticflickr.com/4456/37201375754_743af4fcc0.jpg",0,44.390097,-68.235742,37201375754,"35376895@N03","Columbia Falls, Maine USA","10/22/2017 11:15","10/24/2017 22:48","nature","reflection","wetland","water","leaf","vegetation","nature reserve","wilderness","tree","sky",263031,4,"ME"
269905,269821,"Reflection","https://farm9.staticflickr.com/8352/8337306556_0b9f68b494.jpg",0,44.735652,-68.733558,8337306556,"23716209@N02"," ","9/9/2012 18:03","1/2/2013 7:08","reflection","water","nature","waterway","wetland","bank","vegetation","water resources","tree","river",269821,4,"ME"
15897,15904,"Processed with VSCOcam with c3 preset","https://farm1.staticflickr.com/642/21806552589_4422f95584.jpg",0,43.785225,-71.483934,21806552589,"47667889@N00"," ","8/9/2015 18:43","10/6/2015 12:58","nature","green","sky","mountainous landforms","tree","grass","vegetation","field","grassland","leaf",15904,3,"NH"
43981,44475,"What kind of flowers are these?","https://farm8.staticflickr.com/7764/18206461215_d61fb85ee4.jpg",0,42.885552,-75.182542,18206461215,"80362879@N00","West Winfield, New York","5/24/2015 14:07","5/28/2015 19:49","plant","flower","flora","wildflower","leaf","spring","flowering plant","groundcover","bellflower family","forget me not",44475,1,"NY"
136781,136790,"Hanna Alex","https://farm9.staticflickr.com/8125/29476175970_ce75d7bec6.jpg",0,44.366705,-73.904884,29476175970,"26383131@N00","Bogota","9/17/2016 12:28","9/18/2016 17:25","mountainous landforms","ridge","mountain pass","highland","mountain","cloud","hill station","road","sky","mount scenery",136790,1,"NY"
116958,116967,"Looking past the Sawtooth Mountains from Ampersand Mountain to the MacIntyre
Mountains (blanketed with three feet of newly fallen snow).","https://farm8.staticflickr.com/7324/9020276284_092db6e7c9.jpg",0,44.234745,-74.202175,9020276284,"47101165@N00"," ","5/27/2013 15:44","6/11/2013 21:14","ridge","mountain","sky","mountainous landforms","wilderness","rock","hill","highland","escarpment","fell",116967,1,"NY"
199474,199483,"Rasputitsa 2015","https://farm9.staticflickr.com/8786/16969928090_20b8836fe3.jpg",0,44.642319,-71.922073,16969928090,"127548798@N06"," ","4/10/2015 15:48","4/15/2015 14:26","car","motor vehicle","snow","winter","vehicle","tree","automotive tire","tire","fun","recreation",199483,2,"VT"
238361,238370,"**Find me and follow me on:** [Kevin Hatcher
Photography](http://kevinhatcherphotography.com/)
[Instagram](https://www.instagram.com/kevhatcher/)
[Pinterest](https://www.pinterest.com/kevhatcher/)","https://farm9.staticflickr.com/8077/28744952560_c78cac3851.jpg",0,44.307712,-68.193758,28744952560,"74268522@N04","Edinburgh","8/16/2016 16:54","8/16/2016 21:02","water","nature","sky","body of water","wilderness","lake","coast","shore","mountain","cloud",238370,4,"ME"
20877,20838,"Stream near the crash site.","https://farm9.staticflickr.com/8537/28862037543_c8d2fef6aa.jpg",0,44.007736,-71.765892,28862037543,"43523701@N00","Tewksbury, MA","9/4/2016 11:27","9/5/2016 21:56","nature","water","stream","vegetation","nature reserve","wilderness","creek","rock","tree","forest",20838,3,"NH"
250397,250406,"To get out of town while visiting Bar Harbor we took a local bus #3 (free)
down the east coast of Mount Dessert Island and got off at the Sand Beach stop
then walked for 1.5 Km to Thunder Hole. The coast line is rugged and
beautiful. Sand beach can be se","https://farm5.staticflickr.com/4490/37680456651_bcdf51797f.jpg",0,44.329128,-68.181967,37680456651,"90955804@N04","Rocky Mountain House, Alberta, Canada","9/8/2017 11:50","10/13/2017 22:42","coast","rock","shore","cliff","state park","terrain","formation","national park","coastal and oceanic landforms","bay",250406,4,"ME"
112995,113004,"George Boldt's bedroom at <a
href=""http://www.boldtcastle.com/visitorinfo/"">Boldt Castle</a>","https://farm3.staticflickr.com/2829/10235434886_4687994196.jpg",0,44.344339,-75.922652,10235434886,"15947776@N06"," ","10/10/2013 14:01","10/12/2013 23:54","room","property","living room","interior design","estate","home","real estate","suite","lobby","house",113004,1,"NY"
248794,248803,"Out of Acadia Sunrise Excursion to (adjacent to) Boulder Beach with Michael
Hudson","https://farm5.staticflickr.com/4517/38160930962_643cc104bc.jpg",0,44.3146,-68.190667,38160930962,"24706120@N05"," ","10/5/2017 6:00","11/5/2017 18:12","sea","sky","coast","rock","shore","cliff","promontory","headland","water","ocean",248803,4,"ME"
45811,45819,"Cycle the Erie - 2017","https://farm5.staticflickr.com/4327/36163111126_132a466c81.jpg",0,43.013569,-74.946581,36163111126,"96020077@N06"," ","7/27/2017 13:59","7/27/2017 18:24","road","car","highway","lane","highland","sky","infrastructure","tree","plant","mode of transport",45819,1,"NY"
142259,142268,"Adirondacks NY and Vermont 2017","https://farm5.staticflickr.com/4475/24346690998_f2a0009c07.jpg",0,44.4125,-74.116112,24346690998,"24518536@N08"," ","6/25/2017 11:52","11/5/2017 23:15","land vehicle","bicycle","road bicycle","cycling","vehicle","tree","mountain bike","mode of transport","woody plant","path",142268,1,"NY"
242803,242812,"My photos from our hike on the Beehive Trail in Acadia National Park in Maine.","https://farm5.staticflickr.com/4308/35278278984_d7f39f05df.jpg",0,44.360313,-68.188387,35278278984,"63026124@N05"," ","7/16/2017 11:48","7/23/2017 23:10","vegetation","mount scenery","wilderness","highland","nature reserve","sky","hill station","mountain","ridge","cloud",242812,4,"ME"
